Vendor Name,Vendor ID,OTP Sent,Response Time (ms),Error Rate,Date,Country Code,Phone Number,Day,Response Time (s),Success Rate,Time Period,Vendor Performance,Failover Mechanism,Primary Vendor Failure Rate,Delay Time (s),Backup Vendor Success Rate,Retry Attempts,Device Type,Location,Network Latency (ms),Adjusted Response Time,Adjusted Success Rate,Vendor Priority,Operator
Vendor B,702f6258-3abf-43b1-8517-0350a8339b77,1,1245,0.025124709,1/14/2025,966,573410218,Tuesday,1.245,0.789950116,0,Medium,Delivered,0.030149651,1.450020879,0.814958202,2,Mobile,Urban,262,0.031280263,0.766133396,2,Virgin
Vendor C,4fd00912-8473-4efe-b5bf-fd4af4aac428,1,8328,0.10954964,1/26/2025,966,509840936,Sunday,8.328,0.756180144,1,Medium,Delivered,0.170897439,9.699416774,0.814958202,0,Mobile,Urban,474,0.912329403,0.626950894,3,STC
Vendor B,3ba52050-1849-4b4f-a1ee-fead42ed9f0c,1,1185,0.160231657,1/22/2025,966,586104966,Wednesday,1.185,0.735907337,0,Medium,Delivered,0.192277989,1.380140355,0.814958202,0,Mobile,Rural,319,0.189874514,0.594408555,2,Zain
Vendor A,99b1d8ec-d5ca-4773-ac13-f0d935e722c1,0,5118,0.022499054,1/11/2025,966,546501174,Saturday,5.118,0.197750095,1,Low,Switch to Backup Vendor,0.035098524,5.960808723,0.814958202,0,Mobile,Rural,467,0.115150159,0.190809358,1,Mobily
Vendor A,33cacbb8-c3cb-4620-96fb-9af5efc3af42,1,2800,0.074795263,1/6/2025,966,564528925,Monday,2.8,0.770081895,0,Medium,Delivered,0.089754315,3.261091134,0.814958202,2,Tablet,Rural,379,0.209426736,0.700963722,1,Mobily
Vendor B,0e58ae3e-e330-4a4e-aba9-553a61ee7669,1,8264,0.124448127,1/28/2025,966,571792743,Tuesday,8.264,0.750220749,1,Medium,Delivered,0.194139078,9.624877548,0.814958202,2,Desktop,Suburban,50,1.028439321,0.604573585,2,Virgin
Vendor C,b31259a6-9bff-404f-80a2-5e48c59aea4c,0,14581,0.079673344,1/27/2025,966,571237559,Monday,14.581,0.192032666,0,Low,Switch to Backup Vendor,0.095608013,16.98213208,0.814958202,0,Desktop,Suburban,412,1.161717035,0.173672804,3,Virgin
Vendor A,ea3869c2-ad2f-4e5c-9165-a663c43bc748,0,12961,0.197691521,1/26/2025,966,506371428,Sunday,12.961,0.180230848,0,Low,Switch to Backup Vendor,0.237229825,15.09535793,0.814958202,2,Mobile,Rural,170,2.5622798,0.137474715,1,STC
Vendor A,227b680a-531e-4f05-9c09-d7fc87cdb07f,0,5989,0.060453708,1/5/2025,966,579270143,Sunday,5.989,0.193954629,1,Low,Switch to Backup Vendor,0.094307784,6.975241001,0.814958202,0,Desktop,Rural,163,0.362057255,0.175663198,1,Virgin
Vendor B,0654ca7f-4c01-4b10-a6ca-564eafd48782,1,13081,0.029808117,1/28/2025,966,504153129,Tuesday,13.081,0.788076753,1,Medium,Delivered,0.046500662,15.23511897,0.814958202,0,Tablet,Rural,397,0.389919976,0.751430662,2,STC
Vendor A,c01ba9db-c686-42d5-8990-a3a40745219a,0,4402,0.196724047,1/15/2025,966,581919418,Wednesday,4.402,0.180327595,0,Low,Switch to Backup Vendor,0.236068856,5.126901133,0.814958202,0,Mobile,Suburban,354,0.865979253,0.137757866,1,Zain
Vendor B,13d7762c-516b-4110-a32f-afe71f188861,1,10708,0.018820021,1/19/2025,966,566554153,Sunday,10.708,0.792471992,0,Medium,Delivered,0.022584025,12.47134424,0.814958202,2,Desktop,Suburban,345,0.201524785,0.774574784,2,Mobily
Vendor B,d876fbf6-f37f-4de3-a1e9-8e3f24a70533,1,14493,0.17696859,1/3/2025,966,585217127,Friday,14.493,0.729212564,0,Medium,Delivered,0.212362308,16.87964065,0.814958202,2,Tablet,Suburban,442,2.564805774,0.574355301,2,Zain
Vendor A,bef5cff4-7cdd-4ec1-ae8e-5ba7e752e258,1,5880,0.021078627,1/4/2025,966,596312197,Saturday,5.88,0.791568549,1,Medium,Delivered,0.032882658,6.848291382,0.814958202,2,Tablet,Urban,434,0.123942326,0.765539671,1,Zain
Vendor C,79a39b0e-1098-4a86-a3bc-2d4dda01cf7f,0,8657,0.189076449,1/4/2025,966,545371686,Saturday,8.657,0.181092355,0,Low,Switch to Backup Vendor,0.226891738,10.08259498,0.814958202,2,Desktop,Rural,236,1.636834815,0.140003996,3,Mobily
Vendor A,a6785a33-67e2-4ec5-8f0f-5e613ebf69e0,1,14192,0.071420488,1/11/2025,966,539676313,Saturday,14.192,0.771431805,0,Medium,Delivered,0.085704585,16.52907335,0.814958202,2,Tablet,Rural,446,1.01359956,0.705316562,1,STC
Vendor B,3d61eb47-d40a-478a-8125-c96b40c5949b,1,4667,0.074082585,1/15/2025,966,580297570,Wednesday,4.667,0.770366966,0,Medium,Delivered,0.088899102,5.435540116,0.814958202,2,Mobile,Urban,250,0.345743424,0.701882035,2,Zain
Vendor C,8b45a57c-a8a5-4bad-9a54-5f0a27052f9f,0,2890,0.054806142,1/14/2025,966,589265779,Tuesday,2.89,0.194519386,0,Low,Switch to Backup Vendor,0.065767371,3.365911921,0.814958202,2,Tablet,Urban,414,0.158389751,0.181726357,3,Zain
Vendor B,056491f5-d0ad-4888-b4ca-c95c8872972d,0,2546,0.020309641,1/22/2025,966,576503238,Wednesday,2.546,0.197969036,0,Low,Switch to Backup Vendor,0.024371569,2.965263581,0.814958202,2,Desktop,Urban,108,0.051708346,0.19314422,2,Virgin
Vendor A,d3f9b49c-ad73-44b7-b76b-fef9f2bbc55a,0,13092,0.032261727,1/18/2025,966,509031528,Saturday,13.092,0.196773827,0,Low,Switch to Backup Vendor,0.038714073,15.2479304,0.814958202,0,Mobile,Suburban,463,0.422370533,0.189155911,1,STC
Vendor A,0d3cf09b-8267-4a09-85d3-505e7afadb7c,1,6823,0.104697042,1/27/2025,966,507863409,Monday,6.823,0.758121183,0,Medium,Delivered,0.125636451,7.946580289,0.814958202,2,Mobile,Urban,335,0.714347919,0.662873529,1,STC
Vendor C,a7b2e0f9-4857-432b-ab69-de7187b6ed80,1,7796,0.109911518,1/9/2025,966,554001639,Thursday,7.796,0.756035393,1,Medium,Delivered,0.171461969,9.079809458,0.814958202,1,Tablet,Rural,398,0.856870198,0.626404076,3,STC
Vendor B,31452072-30f4-48ac-9d72-9f1eb24962ff,0,3486,0.149687248,1/15/2025,966,567077056,Wednesday,3.486,0.185031275,1,Low,Switch to Backup Vendor,0.233512107,4.060058462,0.814958202,2,Tablet,Rural,370,0.521809747,0.141824232,2,Mobily
Vendor B,5a69f192-13bd-41a4-a656-0a0534f0de4a,0,13347,0.178586149,1/2/2025,966,554291949,Thursday,13.347,0.182141385,0,Low,Switch to Backup Vendor,0.214303379,15.54492263,0.814958202,0,Tablet,Suburban,357,2.383589328,0.143107871,2,STC
Vendor A,c2eefd77-c5dd-4b2a-bdf7-089a5372f54c,0,10887,0.104820235,1/18/2025,966,537904304,Saturday,10.887,0.189517977,1,Low,Switch to Backup Vendor,0.163519566,12.67982114,0.814958202,0,Tablet,Urban,377,1.141177895,0.158528079,1,STC
Vendor A,3f7f4601-d017-4c5c-97cf-5f21372641f6,1,3777,0.11849794,1/7/2025,966,577637332,Tuesday,3.777,0.752600824,0,Medium,Delivered,0.142197528,4.398979005,0.814958202,2,Desktop,Urban,219,0.44756672,0.645582847,1,Virgin
Vendor C,1efe33a7-911f-4afd-9930-03b2a44ad740,1,12629,0.018133669,1/1/2025,966,531421070,Wednesday,12.629,0.792746532,1,Medium,Delivered,0.028288524,14.70868569,0.814958202,0,Mobile,Rural,480,0.229010107,0.770320903,3,STC
Vendor C,b582ca35-50e4-4e1e-ad8a-c57017f31b55,1,6802,0.128191727,1/1/2025,966,574418821,Wednesday,6.802,0.748723309,0,Medium,Delivered,0.153830073,7.922122105,0.814958202,2,Mobile,Rural,440,0.871960129,0.633547148,3,Virgin
Vendor B,3e4da7ca-46ac-4d09-84c1-412b2f14f9e1,0,14292,0.111675905,1/14/2025,966,579840505,Tuesday,14.292,0.188832409,1,Low,Switch to Backup Vendor,0.174214412,16.64554089,0.814958202,0,Mobile,Urban,305,1.596072036,0.155935082,2,Virgin
Vendor C,3889f65c-6674-4a39-9bc6-174adcc2c311,1,1605,0.069203067,1/17/2025,966,583716373,Friday,1.605,0.772318773,0,Medium,Delivered,0.083043681,1.869304025,0.814958202,2,Tablet,Suburban,98,0.111070923,0.708182579,3,Zain
Vendor B,efd86aed-7774-48ae-9c07-4f6b4be4aa9b,0,1636,0.100603664,1/28/2025,966,533413327,Tuesday,1.636,0.189939634,1,Low,Switch to Backup Vendor,0.156941717,1.905408963,0.814958202,1,Desktop,Suburban,238,0.164587595,0.160130181,2,STC
Vendor B,6d5701ba-cee0-448d-be01-1f6505d87748,0,12101,0.101517746,1/1/2025,966,509977200,Wednesday,12.101,0.189848225,1,Low,Switch to Backup Vendor,0.158367683,14.09373708,0.814958202,2,Desktop,Rural,384,1.22846624,0.159782402,2,STC
Vendor A,c4c0f551-fdbb-413a-9375-008321da6c36,0,11143,0.160191361,1/16/2025,966,591730965,Thursday,11.143,0.183980864,1,Low,Switch to Backup Vendor,0.249898524,12.97797804,0.814958202,1,Tablet,Rural,270,1.785012339,0.138004318,1,Zain
Vendor A,3e58889f-8874-4818-acd9-4a4ed1c55325,0,12125,0.120025081,1/21/2025,966,567341781,Tuesday,12.125,0.187997492,0,Low,Switch to Backup Vendor,0.144030097,14.12168929,0.814958202,1,Tablet,Suburban,124,1.45530411,0.160920195,1,Mobily
Vendor C,f518584d-cd04-47d8-b387-953d2a5635bb,0,8018,0.173535732,1/8/2025,966,585204665,Wednesday,8.018,0.182646427,0,Low,Switch to Backup Vendor,0.208242878,9.338367398,0.814958202,1,Desktop,Suburban,485,1.391409498,0.144611609,3,Zain
Vendor B,9576541c-655c-43ad-a4ed-59b4c99b2388,0,8106,0.139810089,1/19/2025,966,536492783,Sunday,8.106,0.186018991,0,Low,Switch to Backup Vendor,0.167772106,9.440858834,0.814958202,2,Tablet,Suburban,86,1.133300579,0.154810193,2,STC
Vendor C,9763c26f-6773-4f4e-8781-08dd9cd962a4,0,12717,0.164575441,1/20/2025,966,507854376,Monday,12.717,0.183542456,1,Low,Switch to Backup Vendor,0.256737688,14.81117713,0.814958202,1,Tablet,Rural,393,2.092905879,0.13642019,3,STC
Vendor B,ca095290-d11e-4be0-a1e0-c7bb9ea6019a,1,2215,0.154352207,1/1/2025,966,543738217,Wednesday,2.215,0.738259117,0,Medium,Delivered,0.185222648,2.579756022,0.814958202,2,Mobile,Suburban,461,0.341890138,0.601516809,2,Mobily
Vendor C,fecfaf4b-88b7-417c-9c41-86d177395f09,0,13349,0.198080548,1/10/2025,966,534330104,Friday,13.349,0.180191945,1,Low,Switch to Backup Vendor,0.309005655,15.54725198,0.814958202,2,Tablet,Rural,414,2.644177238,0.124511615,3,STC
Vendor A,ca829ad8-2040-4ef7-8af2-82cec9e35a97,0,8686,0.165910063,1/13/2025,966,504190099,Monday,8.686,0.183408994,0,Low,Switch to Backup Vendor,0.199092075,10.11637057,0.814958202,0,Desktop,Urban,154,1.441094806,0.146893716,1,STC
Vendor C,e8487bcf-71b5-4f36-acba-8feaa9bf7379,1,4642,0.132766706,1/2/2025,966,508065815,Thursday,4.642,0.746893318,0,Medium,Delivered,0.159320047,5.40642323,0.814958202,1,Mobile,Rural,87,0.616303048,0.627898239,3,STC
Vendor C,de6e476c-06f3-40c2-8e78-bd673b31728e,1,14517,0.012130474,1/21/2025,966,569603481,Tuesday,14.517,0.79514781,1,Medium,Delivered,0.01892354,16.90759286,0.814958202,2,Mobile,Suburban,416,0.176098097,0.780100799,3,Mobily
Vendor A,75dcbe23-eefe-4d50-a834-68f82d7a0006,1,10252,0.141153661,1/23/2025,966,561518216,Thursday,10.252,0.743538535,1,Medium,Delivered,0.220199712,11.94025225,0.814958202,2,Desktop,Urban,160,1.447107337,0.579811564,1,Mobily
Vendor A,a5267043-829f-4824-b61a-58cbe760ef16,1,12531,0.077536684,1/15/2025,966,556868954,Wednesday,12.531,0.768985327,0,Medium,Delivered,0.09304402,14.5945475,0.814958202,1,Tablet,Suburban,303,0.971612183,0.69743584,1,STC
Vendor B,84c0c036-6107-4eb3-88d3-71b5545746da,1,2948,0.105489049,1/18/2025,966,574666672,Saturday,2.948,0.75780438,0,Medium,Delivered,0.126586859,3.433463094,0.814958202,1,Mobile,Rural,247,0.310981717,0.661876304,2,Virgin
Vendor A,d436f67b-7ed8-4981-8ce1-05b6fb95646a,1,10300,0.101666844,1/4/2025,966,596561704,Saturday,10.3,0.759333262,1,Medium,Delivered,0.158600277,11.99615667,0.814958202,0,Mobile,Urban,233,1.047168493,0.638902797,1,Zain
Vendor B,d8a8eb28-ddf3-401d-877d-82db3c3b17fc,0,2019,0.0745946,1/8/2025,966,500075791,Wednesday,2.019,0.19254054,1,Low,Switch to Backup Vendor,0.116367575,2.351479643,0.814958202,2,Desktop,Rural,404,0.150606497,0.170135064,2,STC
Vendor A,adc240d0-8d69-4f1c-be7b-83b5b35b512a,1,10577,0.011606501,1/8/2025,966,503960842,Wednesday,10.577,0.7953574,0,Medium,Delivered,0.013927801,12.31877176,0.814958202,1,Tablet,Rural,56,0.12276196,0.78427982,1,STC
Vendor C,70192edd-a461-4031-9cde-0cc413d28fb6,0,5326,0.198648601,1/12/2025,966,567500738,Sunday,5.326,0.18013514,0,Low,Switch to Backup Vendor,0.238378322,6.203061207,0.814958202,1,Desktop,Rural,425,1.058002452,0.137194828,3,Mobily
Vendor B,e36a64c0-447f-4576-8b21-b5d50628efca,0,6022,0.094805425,1/6/2025,966,580314254,Monday,6.022,0.190519458,0,Low,Switch to Backup Vendor,0.11376651,7.013675289,0.814958202,2,Tablet,Rural,354,0.570918268,0.168844724,2,Zain
Vendor C,508fbd0d-a486-493d-b09b-3beda797069e,0,14918,0.134299785,1/6/2025,966,536674318,Monday,14.918,0.186570022,1,Low,Switch to Backup Vendor,0.209507664,17.37462769,0.814958202,0,Tablet,Suburban,111,2.003484189,0.147482172,3,STC
Vendor A,aea84ee7-4f26-4afc-9fa6-9ba427036026,1,10442,0.042634866,1/11/2025,966,592717777,Saturday,10.442,0.782946054,0,Medium,Delivered,0.051161839,12.16154058,0.814958202,1,Desktop,Suburban,322,0.445193267,0.742889094,1,Zain
Vendor C,b062f094-074a-40cd-b86f-44f577416b81,1,12058,0.061392076,1/28/2025,966,588819868,Tuesday,12.058,0.775443169,0,Medium,Delivered,0.073670492,14.04365603,0.814958202,0,Mobile,Rural,50,0.740265657,0.71831589,3,Zain
Vendor B,7eeff2b7-3839-43dd-87bf-16f949f9ba30,0,9438,0.02363221,1/23/2025,966,553840532,Thursday,9.438,0.197636779,0,Low,Switch to Backup Vendor,0.028358652,10.99220647,0.814958202,1,Mobile,Rural,57,0.2230408,0.192032066,2,STC
Vendor C,9c19578f-70ed-40aa-85e1-3ecb94a6c0bd,1,5419,0.013244643,1/13/2025,966,505494488,Monday,5.419,0.794702143,1,Medium,Delivered,0.020661642,6.31137602,0.814958202,2,Tablet,Urban,72,0.071772718,0.778282292,3,STC
Vendor B,0f75bb82-1d2c-48df-bff7-eaafdbccc3a6,0,5623,0.074512047,1/10/2025,966,559920664,Friday,5.623,0.192548795,0,Low,Switch to Backup Vendor,0.089414457,6.548969803,0.814958202,0,Mobile,Rural,409,0.418981242,0.175332149,2,STC
Vendor C,011b92b8-609a-4c3e-85de-581590a77cf7,0,5710,0.057142201,1/20/2025,966,580659223,Monday,5.71,0.19428578,0,Low,Switch to Backup Vendor,0.068570641,6.650296563,0.814958202,1,Mobile,Urban,457,0.326281968,0.180963479,3,Zain
Vendor B,8752de5b-3e00-42e5-9499-bfce96430d73,0,5442,0.032935576,1/12/2025,966,560507630,Sunday,5.442,0.196706442,1,Low,Switch to Backup Vendor,0.051379498,6.338163554,0.814958202,1,Mobile,Urban,482,0.179235404,0.186599764,2,Mobily
Vendor B,756d58cc-df28-43d4-bf88-960805ca26bb,0,8388,0.194805238,1/17/2025,966,572541775,Friday,8.388,0.180519476,0,Low,Switch to Backup Vendor,0.233766286,9.769297298,0.814958202,0,Desktop,Rural,416,1.634026338,0.138320109,2,Virgin
Vendor B,b0125b8c-e610-4ddc-82b6-2903875cb5e9,0,10069,0.051399422,1/12/2025,966,567974088,Sunday,10.069,0.194860058,1,Low,Switch to Backup Vendor,0.080183098,11.72711665,0.814958202,0,Mobile,Rural,148,0.517540777,0.179235575,2,Mobily
Vendor B,6fd89bec-ccd9-47d6-a226-2615ea8ed27b,1,10347,0.012827576,1/16/2025,966,540086012,Thursday,10.347,0.794868969,1,Medium,Delivered,0.020011019,12.05089642,0.814958202,2,Tablet,Suburban,337,0.132726933,0.778962831,2,Mobily
Vendor B,c7f01961-c00e-4095-a0e8-51e73331bcb8,0,5293,0.146073341,1/10/2025,966,509534415,Friday,5.293,0.185392666,0,Low,Switch to Backup Vendor,0.175288009,6.164626919,0.814958202,1,Tablet,Urban,52,0.773166192,0.152895555,2,STC
Vendor A,73c68451-f18c-4f67-a30b-999949ce3682,1,13936,0.173600934,1/11/2025,966,554420691,Saturday,13.936,0.730559626,1,Medium,Delivered,0.270817457,16.23091645,0.814958202,2,Mobile,Suburban,414,2.419302618,0.532711326,1,STC
Vendor B,2804fbd7-da01-4365-8218-eee9b508e298,1,1949,0.023420776,1/2/2025,966,532997261,Thursday,1.949,0.790631689,0,Medium,Delivered,0.028104932,2.269952365,0.814958202,0,Desktop,Urban,466,0.045647093,0.76841104,2,STC
Vendor A,b166351b-5fc4-4163-b178-71ec7a721dd9,0,6343,0.044261904,1/28/2025,966,549171830,Tuesday,6.343,0.19557381,1,Low,Switch to Backup Vendor,0.06904857,7.387536094,0.814958202,2,Mobile,Suburban,75,0.280753257,0.182069718,1,Mobily
Vendor C,8243063d-19cb-4b37-85d0-52a523e90ab4,1,7050,0.172174733,1/5/2025,966,574119011,Sunday,7.05,0.731130107,1,Medium,Delivered,0.268592583,8.210961606,0.814958202,2,Tablet,Suburban,301,1.213831865,0.534753983,3,Virgin
Vendor A,74286681-5bf9-44ad-b9ae-c979de831206,1,11119,0.049326477,1/3/2025,966,565176880,Friday,11.119,0.780269409,0,Medium,Delivered,0.059191772,12.95002583,0.814958202,1,Desktop,Suburban,77,0.548461098,0.73408388,1,Mobily
Vendor B,9f27611c-55a8-4307-81ac-db433dc042da,0,13077,0.043581749,1/23/2025,966,588853300,Thursday,13.077,0.195641825,1,Low,Switch to Backup Vendor,0.067987529,15.23046027,0.814958202,0,Desktop,Rural,413,0.569918537,0.182340621,2,Zain
Vendor C,d007ead6-1be1-4238-9155-dc2ca63236dc,0,10533,0.195715689,1/12/2025,966,533287396,Sunday,10.533,0.180428431,0,Low,Switch to Backup Vendor,0.234858826,12.26752604,0.814958202,1,Tablet,Rural,318,2.061473347,0.138053222,3,STC
Vendor A,95d45d28-591e-49f6-a7a9-0a33acfe6b03,0,14946,0.011887248,1/27/2025,966,538412351,Monday,14.946,0.198811275,0,Low,Switch to Backup Vendor,0.014264697,17.4072386,0.814958202,1,Desktop,Rural,219,0.177666807,0.195975293,1,STC
Vendor B,5aa3163e-7ba7-4260-a178-0b8e625a0e1d,0,13725,0.181049703,1/28/2025,966,584953998,Tuesday,13.725,0.18189503,1,Low,Switch to Backup Vendor,0.282437537,15.98516993,0.814958202,2,Tablet,Urban,491,2.484907175,0.130521046,2,Zain
Vendor A,95a8a7aa-582f-46df-968c-d426a7e7bc4d,0,8685,0.124590171,1/6/2025,966,593282982,Monday,8.685,0.187540983,0,Low,Switch to Backup Vendor,0.149508205,10.11520589,0.814958202,1,Tablet,Suburban,138,1.082065636,0.159502067,1,Zain
Vendor A,a24b737c-e8ac-4c7c-af6d-364bc0d67fcd,0,10206,0.036954018,1/27/2025,966,571865545,Monday,10.206,0.196304598,0,Low,Switch to Backup Vendor,0.044344821,11.88667718,0.814958202,1,Tablet,Rural,188,0.377152704,0.187599506,1,Virgin
Vendor C,3280074b-dd42-46a4-9835-345a12f6b968,0,6942,0.190909955,1/27/2025,966,575254745,Monday,6.942,0.180909004,0,Low,Switch to Backup Vendor,0.229091946,8.085176662,0.814958202,2,Desktop,Urban,410,1.325296908,0.139464209,3,Virgin
Vendor B,5d8cc6f1-b0d6-487c-ad3e-ae10285e40df,0,6305,0.048800754,1/23/2025,966,581720026,Thursday,6.305,0.195119925,1,Low,Switch to Backup Vendor,0.076129176,7.343278429,0.814958202,0,Mobile,Suburban,225,0.307688752,0.180265606,2,Zain
Vendor C,5379743d-2cb7-4743-8400-e73f3ed94cb5,1,9236,0.155269999,1/6/2025,966,598204729,Monday,9.236,0.737892,1,Medium,Delivered,0.242221199,10.75694204,0.814958202,1,Desktop,Urban,191,1.434073712,0.559158916,3,Zain
Vendor B,3267e700-1a0a-4a52-8060-d2c461b8b579,1,12836,0.018497987,1/5/2025,966,560751552,Sunday,12.836,0.792600805,0,Medium,Delivered,0.022197584,14.9497735,0.814958202,2,Tablet,Suburban,101,0.23744016,0.775006982,2,Mobily
Vendor A,28a5584f-88df-4fbc-a420-8ad378df8b90,0,2206,0.165279235,1/19/2025,966,507046341,Sunday,2.206,0.183472076,1,Low,Switch to Backup Vendor,0.257835607,2.569273944,0.814958202,1,Tablet,Rural,364,0.364605992,0.136166442,1,STC
Vendor C,3005eeb6-861d-4c97-bd15-485d306848fb,1,10497,0.185068853,1/17/2025,966,579377972,Friday,10.497,0.725972459,0,Medium,Delivered,0.222082623,12.22559773,0.814958202,0,Tablet,Urban,321,1.942667745,0.564746591,3,Virgin
Vendor B,b63f80ac-fa25-4cbd-a1c4-79ad4b6f0695,0,10796,0.081650325,1/11/2025,966,574941103,Saturday,10.796,0.191834967,0,Low,Switch to Backup Vendor,0.097980391,12.57383567,0.814958202,1,Tablet,Suburban,303,0.881496914,0.173038902,2,Virgin
Vendor B,332900ec-9317-4ee9-8a55-7e3ff8836eb8,1,4663,0.095216885,1/11/2025,966,575537698,Saturday,4.663,0.761913246,1,Medium,Delivered,0.148538341,5.430881414,0.814958202,2,Mobile,Suburban,372,0.443996337,0.648739916,2,Virgin
Vendor C,95a05068-18cd-48ba-a8c6-f151ec2f217a,0,7978,0.022216582,1/1/2025,966,558646138,Wednesday,7.978,0.197778342,0,Low,Switch to Backup Vendor,0.026659899,9.291780382,0.814958202,1,Mobile,Rural,311,0.177243893,0.192505591,3,STC
Vendor C,cfe93579-6811-490e-8508-07e3750016ee,1,5404,0.010215812,1/17/2025,966,578172588,Friday,5.404,0.795913675,1,Medium,Delivered,0.015936667,6.293905889,0.814958202,0,Tablet,Urban,346,0.055206249,0.783229464,3,Virgin
Vendor C,783a80a8-fc30-4eaa-9d41-d92f1f21adb6,1,10079,0.041451251,1/3/2025,966,507430311,Friday,10.079,0.7834195,0,Medium,Delivered,0.049741501,11.73876341,0.814958202,0,Desktop,Rural,73,0.417787157,0.744451038,3,STC
Vendor C,dc28e205-6a87-48d6-ba1d-36cd18ae564d,1,12173,0.199869729,1/27/2025,966,598122017,Monday,12.173,0.720052108,0,Medium,Delivered,0.239843675,14.17759371,0.814958202,0,Mobile,Urban,52,2.433014216,0.547352164,3,Zain
Vendor B,e452a70c-fdc0-4607-9548-0f7ae75671f5,1,14013,0.157772586,1/4/2025,966,597939489,Saturday,14.013,0.736890966,0,Medium,Delivered,0.189327103,16.32059645,0.814958202,2,Tablet,Rural,292,2.210867246,0.597377534,2,Zain
Vendor C,682f8104-c010-431d-94d7-4b670f4e0387,1,4675,0.156471529,1/8/2025,966,570173707,Wednesday,4.675,0.737411389,1,Medium,Delivered,0.244095585,5.444857519,0.814958202,1,Desktop,Urban,192,0.731504397,0.557412524,3,Virgin
Vendor C,813b198e-50d6-4bd5-a07e-c6d039169a95,0,10693,0.167025765,1/26/2025,966,550008814,Sunday,10.693,0.183297424,0,Low,Switch to Backup Vendor,0.200430917,12.45387411,0.814958202,1,Mobile,Rural,258,1.7860065,0.146558953,3,STC
Vendor B,743098cb-3913-43ad-a893-0800449e4cb9,0,7582,0.172694929,1/25/2025,966,557138641,Saturday,7.582,0.182730507,0,Low,Switch to Backup Vendor,0.207233915,8.830568921,0.814958202,1,Tablet,Suburban,417,1.309372951,0.144862549,2,STC
Vendor A,14e6ddde-f253-4b6c-a756-7c286d2f1999,1,10577,0.025250385,1/7/2025,966,544409615,Tuesday,10.577,0.789899846,0,Medium,Delivered,0.030300462,12.31877176,0.814958202,1,Desktop,Urban,464,0.267073324,0.765965515,1,Mobily
Vendor B,8f1406c0-2c79-486b-adab-371bec967203,1,13892,0.150748102,1/11/2025,966,508814192,Saturday,13.892,0.739700759,0,Medium,Delivered,0.180897722,16.17967073,0.814958202,1,Desktop,Urban,452,2.094192633,0.605890577,2,STC
Vendor B,616ef58f-439e-40e8-84d3-bb05fd20c7ff,0,3785,0.164152676,1/5/2025,966,577884703,Sunday,3.785,0.183584732,1,Low,Switch to Backup Vendor,0.256078175,4.408296408,0.814958202,2,Mobile,Rural,80,0.62131788,0.136572689,2,Virgin
Vendor C,1d951f37-7bbd-462c-9f6e-18d443616bdc,1,6325,0.145784613,1/11/2025,966,570313924,Saturday,6.325,0.741686155,0,Medium,Delivered,0.174941535,7.366571937,0.814958202,0,Tablet,Urban,376,0.922087674,0.611934441,3,Virgin
Vendor A,0d64b045-6d3e-49bd-aec8-51344c61f9fd,0,14139,0.045075817,1/4/2025,966,577480612,Saturday,14.139,0.195492418,0,Low,Switch to Backup Vendor,0.054090981,16.46734555,0.814958202,2,Tablet,Rural,457,0.637326984,0.184918042,1,Virgin
Vendor A,076a8697-d205-45e4-b4f6-0e0294524900,0,12598,0.121621036,1/7/2025,966,586440120,Tuesday,12.598,0.187837896,0,Low,Switch to Backup Vendor,0.145945243,14.67258075,0.814958202,0,Mobile,Suburban,306,1.532181809,0.160423849,1,Zain
Vendor C,fb7f7a16-e7ec-4eea-b2f1-c6e188d6da01,0,14923,0.09009429,1/24/2025,966,573831986,Friday,14.923,0.190990571,1,Low,Switch to Backup Vendor,0.140547092,17.38045107,0.814958202,0,Tablet,Rural,195,1.344477082,0.164147402,3,Virgin
Vendor B,1abc7741-1d9c-4134-93b0-d9f0a1e8ae04,0,13473,0.11307669,1/12/2025,966,596734456,Sunday,13.473,0.188692331,1,Low,Switch to Backup Vendor,0.176399637,15.69167173,0.814958202,1,Mobile,Urban,485,1.523482249,0.155407072,2,Zain
Vendor C,b4610895-1d15-437b-a004-9bb3b7d3d229,1,14663,0.106544127,1/11/2025,966,545942102,Saturday,14.663,0.757382349,1,Medium,Delivered,0.166208838,17.07763546,0.814958202,2,Mobile,Urban,72,1.562256528,0.63149871,3,Mobily
Vendor C,8db0b460-5ac2-4ad5-b2e1-fa0bdf4d1c9e,0,5931,0.133846998,1/23/2025,966,558768902,Thursday,5.931,0.1866153,0,Low,Switch to Backup Vendor,0.160616398,6.907689828,0.814958202,1,Desktop,Rural,283,0.793846545,0.156641823,3,STC
Vendor B,d6c95cae-2108-4832-b846-cd4c1925f81b,0,10980,0.06008074,1/13/2025,966,565686833,Monday,10.98,0.193991926,0,Low,Switch to Backup Vendor,0.072096888,12.78813595,0.814958202,2,Tablet,Rural,302,0.659686527,0.180005712,2,Mobily
Vendor C,e131f6ef-8580-4e4c-b4c8-d91e143429a8,0,9212,0.136079188,1/15/2025,966,577160281,Wednesday,9.212,0.186392081,0,Low,Switch to Backup Vendor,0.163295026,10.72898983,0.814958202,0,Mobile,Suburban,336,1.25356148,0.155955182,3,Virgin
